Id,age,education,marital,campaign_response
20217,38,unknown,married,0
20218,34,high.school,married,0
20219,34,high.school,single,0
20220,32,high.school,married,0
20221,47,university.degree,married,0
20222,35,university.degree,single,0
20223,38,university.degree,married,0
20224,52,high.school,single,0
20225,40,basic.6y,married,0
20226,37,high.school,single,0
20227,27,basic.9y,single,0
20228,31,professional.course,single,0
20229,30,university.degree,single,0
20230,34,university.degree,single,0
20231,45,university.degree,married,0
20232,56,basic.4y,married,0
20233,48,basic.9y,married,0
20234,26,university.degree,single,0
20235,25,high.school,single,0
20236,55,basic.9y,married,0
20237,28,university.degree,married,0
20238,40,high.school,single,0
20239,47,basic.4y,married,0
20240,31,high.school,single,0
20241,60,basic.4y,divorced,0
20242,44,basic.6y,married,0
20243,53,basic.4y,married,0
20244,53,professional.course,single,0
20245,46,university.degree,married,0
20246,45,basic.4y,divorced,0
20247,26,high.school,single,0
20248,42,high.school,married,0
20249,29,high.school,married,0
20250,40,university.degree,divorced,0
20251,45,professional.course,married,0
20252,39,university.degree,single,0
20253,32,basic.9y,single,0
20254,39,university.degree,single,0
20255,56,basic.6y,married,0
20256,39,university.degree,single,0
20257,37,university.degree,single,0
20258,47,basic.4y,divorced,0
20259,39,high.school,married,0
20260,50,high.school,single,0
20261,49,basic.9y,divorced,0
20262,49,basic.9y,divorced,0
20263,32,university.degree,married,0
20264,25,high.school,single,0
20265,41,unknown,married,0
20266,56,basic.6y,married,0
20267,59,high.school,married,0
20268,50,basic.6y,divorced,1
20269,37,university.degree,single,0
20270,33,university.degree,married,0
20271,49,high.school,married,0
20272,25,high.school,single,1
20273,38,university.degree,married,0
20274,38,university.degree,single,0
20275,58,basic.9y,married,0
20276,58,basic.9y,married,0
20277,44,high.school,married,0
20278,46,university.degree,married,0
20279,46,high.school,divorced,0
20280,40,basic.6y,married,0
20281,42,unknown,single,0
20282,23,high.school,married,1
20283,25,high.school,single,0
20284,29,high.school,single,0
20285,34,professional.course,single,0
20286,39,high.school,divorced,0
20287,45,professional.course,single,0
20288,36,high.school,married,0
20289,24,basic.4y,single,0
20290,31,high.school,single,0
20291,30,university.degree,single,0
20292,45,basic.9y,married,0
20293,55,unknown,single,1
20294,27,basic.9y,single,0
20295,55,unknown,married,0
20296,41,basic.6y,married,0
20297,36,high.school,married,0
20298,44,high.school,divorced,0
20299,52,university.degree,married,0
20300,28,university.degree,married,0
20301,43,high.school,married,0
20302,44,high.school,married,0
20303,58,university.degree,married,0
20304,42,university.degree,married,0
20305,32,professional.course,married,0
20306,28,university.degree,married,0
20307,35,basic.9y,married,0
20308,40,university.degree,divorced,0
20309,50,university.degree,married,0
20310,58,university.degree,married,0
20311,30,high.school,single,0
20312,55,university.degree,divorced,0
20313,22,basic.9y,married,0
20314,28,university.degree,single,0
20315,25,high.school,single,0
20316,39,university.degree,married,0
20317,43,high.school,married,0
20318,33,university.degree,married,0
20319,28,professional.course,single,0
20320,34,university.degree,married,0
20321,34,professional.course,married,0
20322,41,basic.9y,divorced,0
20323,34,professional.course,married,0
20324,37,university.degree,married,0
20325,44,high.school,married,0
20326,28,professional.course,single,0
20327,40,unknown,single,0
20328,52,basic.4y,divorced,0
20329,24,basic.9y,single,0
20330,36,professional.course,single,0
20331,24,basic.9y,single,0
20332,50,high.school,single,0
20333,36,high.school,single,0
20334,51,high.school,married,0
20335,56,university.degree,married,0
20336,37,basic.6y,married,0
20337,37,basic.6y,married,0
20338,39,basic.9y,married,0
20339,37,basic.6y,married,0
20340,36,high.school,single,0
20341,40,university.degree,divorced,0
20342,34,university.degree,married,0
20343,50,high.school,single,0
20344,40,university.degree,divorced,1
20345,47,unknown,married,0
20346,41,basic.9y,divorced,0
20347,44,university.degree,single,0
20348,33,university.degree,single,0
20349,44,basic.9y,married,0
20350,46,university.degree,married,0
20351,28,university.degree,married,0
20352,31,university.degree,married,0
20353,35,professional.course,married,0
20354,39,university.degree,married,0
20355,35,high.school,married,1
20356,31,high.school,single,0
20357,30,basic.9y,married,1
20358,25,high.school,single,0
20359,50,high.school,single,0
20360,33,high.school,married,0
20361,41,professional.course,divorced,0
20362,53,basic.6y,married,0
20363,36,high.school,married,0
20364,41,high.school,divorced,0
20365,30,high.school,married,0
20366,33,professional.course,married,0
20367,32,university.degree,single,0
20368,44,university.degree,single,0
20369,25,basic.9y,single,0
20370,32,university.degree,married,1
20371,37,basic.6y,married,0
20372,32,professional.course,single,0
20373,40,high.school,single,0
20374,39,basic.9y,married,0
20375,31,high.school,single,0
20376,25,university.degree,single,0
20377,25,basic.9y,single,0
20378,41,basic.6y,married,0
20379,31,high.school,single,0
20380,33,high.school,married,0
20381,31,university.degree,single,0
20382,51,professional.course,married,0
20383,24,basic.9y,single,0
20384,25,basic.9y,single,0
20385,29,university.degree,single,0
20386,30,university.degree,single,0
20387,51,high.school,married,0
20388,52,basic.9y,married,1
20389,41,high.school,divorced,0
20390,55,professional.course,divorced,0
20391,33,basic.9y,divorced,1
20392,57,university.degree,single,0
20393,28,university.degree,married,0
20394,33,professional.course,married,0
20395,25,basic.9y,single,1
20396,32,professional.course,married,0
20397,34,professional.course,single,0
20398,30,basic.9y,married,0
20399,35,high.school,married,0
20400,25,high.school,single,0
20401,40,university.degree,married,0
20402,31,high.school,married,0
20403,40,university.degree,married,0
20404,35,high.school,married,0
20405,34,university.degree,single,0
20406,34,university.degree,single,0
20407,36,high.school,married,0
20408,34,university.degree,single,0
20409,48,basic.6y,married,0
20410,32,high.school,married,0
20411,38,unknown,married,0
20412,37,high.school,married,1
20413,40,professional.course,married,0
20414,48,professional.course,married,0
20415,34,university.degree,single,1
20416,44,basic.9y,single,0
20417,57,unknown,married,0
20418,37,high.school,single,0
20419,41,basic.9y,divorced,0
20420,36,basic.9y,divorced,0
20421,39,basic.9y,single,0
20422,58,basic.4y,married,0
20423,55,professional.course,married,0
20424,36,high.school,married,0
20425,31,professional.course,married,1
20426,48,basic.9y,married,0
20427,40,university.degree,married,0
20428,35,unknown,single,0
20429,29,high.school,single,0
20430,42,high.school,single,0
20431,39,university.degree,single,0
20432,48,professional.course,divorced,0
20433,25,high.school,married,0
20434,56,high.school,single,0
20435,32,high.school,married,0
20436,36,high.school,married,0
20437,50,high.school,single,0
20438,44,university.degree,married,0
20439,30,university.degree,single,0
20440,33,university.degree,married,0
20441,44,university.degree,married,0
20442,30,high.school,single,0
20443,39,university.degree,married,0
20444,44,high.school,married,0
20445,41,university.degree,married,0
20446,25,high.school,single,0
20447,33,professional.course,single,0
20448,45,university.degree,married,0
20449,30,high.school,single,0
20450,24,university.degree,single,0
20451,34,professional.course,married,0
20452,34,high.school,married,0
20453,36,professional.course,married,0
20454,33,high.school,divorced,0
20455,38,high.school,married,0
20456,56,basic.4y,divorced,0
20457,35,high.school,single,0
20458,58,professional.course,divorced,0
20459,31,university.degree,divorced,0
20460,57,university.degree,married,0
20461,46,high.school,married,0
20462,31,basic.9y,single,0
20463,31,high.school,married,0
20464,36,basic.6y,married,0
20465,36,university.degree,single,1
20466,29,university.degree,married,0
20467,58,basic.9y,married,0
20468,43,unknown,married,0
20469,42,university.degree,married,0
20470,37,professional.course,married,0
20471,35,university.degree,single,0
20472,37,university.degree,married,0
20473,39,professional.course,married,0
20474,34,high.school,married,0
20475,33,high.school,married,0
20476,36,university.degree,divorced,0
20477,48,professional.course,married,0
20478,26,university.degree,single,0
20479,36,university.degree,divorced,0
20480,56,high.school,divorced,0
20481,27,high.school,single,0
20482,36,university.degree,married,0
20483,30,basic.9y,single,0
20484,53,professional.course,married,0
20485,37,high.school,divorced,0
20486,46,high.school,single,0
20487,23,high.school,single,0
20488,31,university.degree,single,0
20489,23,high.school,single,0
20490,32,high.school,single,0
20491,35,high.school,married,0
20492,24,high.school,single,0
20493,58,basic.4y,married,0
20494,26,high.school,married,0
20495,46,professional.course,divorced,0
20496,35,university.degree,married,1
20497,39,university.degree,married,0
20498,44,high.school,divorced,0
20499,48,professional.course,married,0
20500,30,high.school,single,0
20501,43,high.school,divorced,1
20502,40,high.school,married,0
20503,37,high.school,single,0
20504,40,university.degree,single,1
20505,33,high.school,married,0
20506,35,university.degree,married,0
20507,39,high.school,married,0
20508,43,professional.course,divorced,0
20509,45,high.school,single,0
20510,42,university.degree,married,0
20511,41,university.degree,married,0
20512,44,high.school,divorced,0
20513,35,professional.course,married,0
20514,24,university.degree,single,0
20515,42,basic.9y,married,0
20516,34,professional.course,married,0
20517,43,basic.6y,married,0
20518,30,high.school,single,0
20519,35,basic.9y,married,0
20520,56,basic.9y,married,0
20521,39,high.school,married,1
20522,58,high.school,married,0
20523,38,unknown,married,0
20524,39,high.school,single,0
20525,32,university.degree,married,1
20526,28,high.school,married,0
20527,49,basic.9y,married,0
20528,48,university.degree,divorced,0
20529,32,university.degree,single,1
20530,51,basic.9y,married,0
20531,35,basic.4y,married,0
20532,45,high.school,divorced,0
20533,40,professional.course,married,0
20534,33,professional.course,married,0
20535,38,unknown,married,0
20536,56,university.degree,divorced,0
20537,33,high.school,married,0
20538,54,basic.4y,married,0
20539,42,basic.4y,married,0
20540,51,basic.9y,married,0
20541,37,basic.9y,married,0
20542,30,high.school,single,0
20543,32,high.school,married,0
20544,40,university.degree,single,0
20545,24,basic.9y,single,0
20546,33,professional.course,married,1
20547,26,university.degree,single,0
20548,35,professional.course,married,0
20549,44,basic.6y,single,0
20550,33,high.school,divorced,0
20551,36,university.degree,married,0
20552,58,basic.4y,married,0
20553,27,university.degree,married,0
20554,37,professional.course,single,0
20555,39,high.school,married,0
20556,37,professional.course,married,0
20557,46,professional.course,divorced,0
20558,36,university.degree,married,1
20559,30,university.degree,single,0
20560,31,high.school,single,0
20561,29,high.school,single,0
20562,32,university.degree,single,0
20563,42,basic.4y,married,0
20564,22,high.school,single,0
20565,51,basic.9y,married,0
20566,36,professional.course,married,0
20567,42,basic.4y,married,1
20568,43,high.school,married,0
20569,48,professional.course,married,0
20570,38,high.school,married,0
20571,26,high.school,single,0
20572,38,unknown,married,1
20573,44,university.degree,married,0
20574,40,basic.9y,married,0
20575,55,professional.course,married,0
20576,44,high.school,divorced,0
20577,49,basic.9y,married,0
20578,27,professional.course,single,0
20579,42,university.degree,married,0
20580,56,basic.4y,married,0
20581,32,high.school,single,0
20582,28,high.school,married,0
20583,28,university.degree,single,0
20584,41,university.degree,divorced,0
20585,41,university.degree,single,0
20586,52,basic.9y,married,0
20587,38,high.school,married,0
20588,54,basic.9y,married,0
20589,47,basic.9y,married,0
20590,37,high.school,single,0
20591,40,unknown,married,0
20592,36,basic.9y,married,0
20593,35,university.degree,married,0
20594,30,high.school,single,0
20595,34,university.degree,married,0
20596,28,high.school,single,0
20597,42,university.degree,divorced,0
20598,35,high.school,single,0
20599,28,high.school,married,0
20600,36,university.degree,married,0
20601,58,basic.4y,divorced,0
20602,30,high.school,single,0
20603,46,professional.course,divorced,0
20604,56,university.degree,divorced,0
20605,42,high.school,married,0
20606,37,basic.9y,divorced,0
20607,39,university.degree,married,0
20608,37,university.degree,married,0
20609,56,high.school,divorced,0
20610,37,high.school,divorced,0
20611,50,high.school,single,0
20612,36,basic.6y,married,0
20613,29,university.degree,married,0
20614,35,professional.course,married,0
20615,37,high.school,divorced,1
20616,36,high.school,single,0
20617,33,professional.course,single,0
20618,29,high.school,single,0
20619,39,high.school,married,0
20620,32,high.school,single,0
20621,43,professional.course,divorced,0
20622,36,basic.6y,married,0
20623,36,university.degree,married,0
20624,40,professional.course,married,0
20625,40,basic.9y,single,0
20626,32,university.degree,single,0
20627,33,professional.course,married,1
20628,32,high.school,divorced,0
20629,34,university.degree,married,0
20630,29,high.school,married,0
20631,48,professional.course,married,0
20632,39,high.school,married,0
20633,35,professional.course,married,0
20634,30,university.degree,single,0
20635,42,university.degree,married,1
20636,37,basic.9y,divorced,1
20637,35,professional.course,married,0
20638,39,high.school,married,0
20639,46,high.school,single,0
20640,39,high.school,married,0
20641,50,high.school,married,0
20642,46,high.school,single,0
20643,27,high.school,married,0
20644,52,basic.4y,married,0
20645,56,university.degree,divorced,0
20646,28,university.degree,single,0
20647,52,unknown,married,0
20648,27,basic.4y,single,0
20649,29,university.degree,single,0
20650,27,basic.4y,single,0
20651,22,high.school,single,0
20652,48,university.degree,married,0
20653,31,high.school,single,0
20654,45,university.degree,married,0
20655,38,high.school,married,0
20656,48,university.degree,married,0
20657,35,professional.course,married,0
20658,28,high.school,married,0
20659,36,university.degree,divorced,0
20660,29,university.degree,single,0
20661,45,university.degree,married,0
20662,56,basic.4y,married,0
20663,44,basic.6y,single,0
20664,33,professional.course,married,0
20665,29,high.school,single,0
20666,45,university.degree,married,0
20667,59,basic.4y,married,0
20668,43,basic.6y,single,0
20669,47,high.school,married,0
20670,45,university.degree,single,0
20671,49,basic.9y,married,0
20672,42,university.degree,married,0
20673,28,university.degree,single,0
20674,45,university.degree,single,0
20675,39,professional.course,married,0
20676,41,high.school,divorced,0
20677,50,university.degree,married,0
20678,50,university.degree,married,0
20679,36,university.degree,married,0
20680,50,university.degree,married,0
20681,42,university.degree,married,0
20682,45,university.degree,divorced,0
20683,35,high.school,single,0
20684,36,high.school,married,0
20685,44,high.school,married,0
20686,38,high.school,married,0
20687,39,high.school,married,0
20688,50,high.school,married,0
20689,38,high.school,married,0
20690,38,high.school,married,0
20691,35,basic.9y,married,0
20692,43,high.school,married,0
20693,32,university.degree,married,0
20694,33,high.school,divorced,0
20695,32,university.degree,married,0
20696,32,university.degree,married,0
20697,35,basic.9y,married,1
20698,32,professional.course,single,0
20699,32,high.school,married,0
20700,27,university.degree,single,0
20701,32,professional.course,single,0
20702,32,professional.course,single,0
20703,40,professional.course,married,0
20704,33,professional.course,single,0
20705,32,professional.course,single,0
20706,32,professional.course,single,0
20707,32,professional.course,single,0
20708,32,professional.course,single,0
20709,30,basic.9y,single,0
20710,25,high.school,single,0
20711,31,university.degree,single,0
20712,37,university.degree,single,0
20713,32,university.degree,married,0
20714,53,professional.course,married,0
20715,47,basic.4y,married,0
20716,36,basic.6y,married,0
20717,41,university.degree,single,0
20718,35,professional.course,single,0
20719,43,unknown,married,0
20720,43,unknown,married,0
20721,38,high.school,married,0
20722,38,high.school,married,0
20723,38,high.school,married,0
20724,34,university.degree,married,0
20725,40,professional.course,married,0
20726,24,high.school,single,1
20727,35,professional.course,single,0
20728,28,high.school,married,0
20729,42,basic.9y,married,0
20730,42,basic.9y,married,0
20731,29,university.degree,single,0
20732,39,high.school,married,0
20733,56,university.degree,married,0
20734,42,basic.9y,married,0
20735,56,university.degree,married,0
20736,35,professional.course,married,0
20737,48,professional.course,married,0
20738,48,professional.course,married,0
20739,42,basic.9y,married,0
20740,53,basic.4y,married,0
20741,39,high.school,married,0
20742,52,basic.9y,married,0
20743,26,high.school,married,0
20744,34,professional.course,married,0
20745,36,basic.9y,married,0
20746,32,professional.course,single,0
20747,56,university.degree,married,0
20748,37,high.school,married,0
20749,35,professional.course,single,0
20750,34,high.school,married,0
20751,56,university.degree,married,0
20752,34,high.school,married,0
20753,46,professional.course,divorced,0
20754,56,university.degree,divorced,0
20755,32,high.school,married,1
20756,28,university.degree,single,1
20757,49,professional.course,married,0
20758,53,basic.4y,married,0
20759,28,high.school,single,0
20760,56,university.degree,divorced,0
20761,29,university.degree,married,0
20762,44,professional.course,married,0
20763,44,professional.course,married,0
20764,29,university.degree,married,0
20765,29,university.degree,married,0
20766,43,basic.4y,married,0
20767,56,university.degree,divorced,0
20768,52,basic.4y,married,0
20769,30,university.degree,single,0
20770,32,university.degree,married,0
20771,36,university.degree,married,0
20772,40,university.degree,married,0
20773,36,basic.4y,single,0
20774,39,high.school,married,0
20775,36,basic.4y,single,0
20776,34,professional.course,married,0
20777,38,high.school,married,0
20778,41,university.degree,divorced,0
20779,57,university.degree,married,0
20780,60,basic.6y,married,0
20781,29,university.degree,married,0
20782,35,university.degree,single,0
20783,42,basic.9y,married,0
20784,28,professional.course,married,0
20785,28,professional.course,married,0
20786,27,basic.4y,single,0
20787,33,high.school,married,0
20788,48,university.degree,married,0
20789,35,university.degree,single,0
20790,27,basic.4y,single,0
20791,51,basic.9y,married,0
20792,28,high.school,married,0
20793,40,professional.course,married,0
20794,38,high.school,married,1
20795,43,basic.6y,married,0
20796,28,high.school,married,0
20797,37,professional.course,single,0
20798,37,professional.course,single,0
20799,46,high.school,married,0
20800,39,high.school,married,0
20801,33,high.school,divorced,0
20802,36,university.degree,married,0
20803,58,university.degree,divorced,0
20804,44,high.school,divorced,0
20805,32,high.school,single,0
20806,57,high.school,single,0
20807,28,university.degree,single,0
20808,53,university.degree,married,0
20809,28,university.degree,single,1
20810,42,basic.9y,married,0
20811,28,high.school,married,1
20812,38,professional.course,single,0
20813,28,high.school,married,0
20814,34,high.school,married,0
20815,31,high.school,married,0
20816,31,university.degree,single,0
20817,29,professional.course,single,0
20818,46,university.degree,married,0
20819,51,basic.4y,married,0
20820,53,basic.4y,married,0
20821,36,high.school,married,0
20822,38,basic.9y,divorced,0
20823,37,basic.9y,married,0
20824,32,high.school,married,0
20825,36,high.school,single,0
20826,24,high.school,single,0
20827,47,high.school,married,0
20828,39,high.school,married,1
20829,44,university.degree,divorced,0
20830,35,university.degree,married,0
20831,28,high.school,single,0
20832,39,high.school,single,0
20833,31,university.degree,single,0
20834,44,unknown,married,0
20835,35,university.degree,married,0
20836,39,high.school,married,0
20837,42,professional.course,married,0
20838,39,unknown,single,0
20839,40,high.school,married,0
20840,27,university.degree,married,0
20841,50,professional.course,married,0
20842,58,high.school,married,0
20843,22,high.school,single,1
20844,48,university.degree,divorced,0
20845,53,basic.4y,married,0
20846,36,university.degree,single,0
20847,54,university.degree,married,0
20848,47,professional.course,married,0
20849,59,high.school,married,0
20850,59,high.school,married,0
20851,35,high.school,married,0
20852,38,basic.6y,married,0
20853,45,university.degree,married,0
20854,57,professional.course,single,0
20855,39,basic.9y,divorced,0
20856,45,basic.9y,married,0
20857,55,university.degree,married,0
20858,28,basic.4y,married,0
20859,45,university.degree,married,0
20860,44,professional.course,divorced,0
20861,33,basic.6y,married,0
20862,25,basic.9y,single,0
20863,25,basic.9y,single,0
20864,30,high.school,married,0
20865,53,high.school,married,0
20866,60,professional.course,married,0
20867,34,high.school,married,0
20868,36,university.degree,married,0
20869,34,high.school,married,0
20870,36,professional.course,single,0
20871,37,basic.4y,married,0
20872,54,basic.9y,married,0
20873,55,university.degree,divorced,0
20874,55,university.degree,divorced,0
20875,34,high.school,married,0
20876,28,basic.4y,married,0
20877,25,basic.9y,single,0
20878,30,high.school,single,0
20879,36,university.degree,single,0
20880,29,university.degree,married,0
20881,34,unknown,divorced,0
20882,31,university.degree,married,0
20883,48,professional.course,married,0
20884,30,high.school,single,0
20885,31,high.school,single,0
20886,28,basic.4y,married,0
20887,33,professional.course,single,0
20888,28,university.degree,single,0
20889,58,university.degree,married,0
20890,45,university.degree,married,0
20891,48,professional.course,married,0
20892,33,university.degree,married,0
20893,54,university.degree,married,0
20894,36,university.degree,single,0
20895,36,university.degree,single,0
20896,44,professional.course,divorced,0
20897,39,professional.course,married,0
20898,32,university.degree,married,0
20899,25,basic.9y,single,0
20900,38,high.school,married,0
20901,48,professional.course,married,0
20902,38,basic.6y,married,0
20903,32,university.degree,married,0
20904,59,high.school,married,0
20905,38,high.school,married,0
20906,50,professional.course,married,0
20907,54,university.degree,married,0
20908,41,basic.4y,married,0
20909,52,basic.9y,married,0
20910,32,university.degree,married,0
20911,31,high.school,single,0
20912,30,high.school,single,0
20913,33,university.degree,married,0
20914,34,professional.course,married,0
20915,59,basic.4y,married,0
20916,44,unknown,single,0
20917,53,high.school,married,0
20918,39,university.degree,married,0
20919,33,university.degree,single,0
20920,30,high.school,married,0
20921,36,professional.course,single,0
20922,48,university.degree,single,0
20923,26,basic.4y,married,0
20924,25,basic.9y,single,0
20925,31,high.school,single,0
20926,25,basic.9y,single,0
20927,47,professional.course,married,0
20928,34,unknown,divorced,0
20929,38,basic.6y,married,0
20930,25,basic.9y,single,0
20931,37,professional.course,married,0
20932,36,university.degree,single,0
20933,55,university.degree,married,0
20934,34,unknown,divorced,0
20935,47,professional.course,married,0
20936,33,basic.9y,married,0
20937,55,basic.9y,married,0
20938,55,basic.9y,married,0
20939,30,professional.course,single,0
20940,36,professional.course,single,0
20941,47,professional.course,married,0
20942,25,basic.9y,single,0
20943,36,unknown,single,0
20944,42,university.degree,married,0
20945,38,basic.6y,single,0
20946,38,basic.6y,married,0
20947,30,high.school,single,0
20948,52,university.degree,married,0
20949,36,university.degree,single,0
20950,38,basic.6y,married,0
20951,36,university.degree,single,0
20952,38,basic.6y,married,0
20953,27,high.school,single,0
20954,43,professional.course,married,0
20955,59,basic.4y,married,0
20956,41,basic.6y,married,0
20957,49,unknown,married,0
20958,40,basic.9y,married,0
20959,41,basic.6y,married,0
20960,39,university.degree,married,0
20961,49,high.school,single,0
20962,55,basic.9y,married,0
20963,34,unknown,divorced,0
20964,34,unknown,divorced,0
20965,39,high.school,single,0
20966,25,basic.9y,single,0
20967,32,university.degree,married,0
20968,41,basic.4y,married,0
20969,54,university.degree,married,0
20970,37,professional.course,married,0
20971,48,professional.course,married,0
20972,34,unknown,divorced,0
20973,38,basic.6y,married,0
20974,43,basic.6y,married,0
20975,42,professional.course,married,0
20976,56,basic.6y,married,0
20977,58,basic.6y,married,0
20978,39,university.degree,married,0
20979,39,unknown,married,0
20980,36,university.degree,single,0
20981,36,university.degree,single,0
20982,39,university.degree,married,0
20983,49,high.school,single,0
20984,38,basic.6y,married,0
20985,54,university.degree,married,0
20986,43,professional.course,married,0
20987,24,university.degree,single,0
20988,31,high.school,single,0
20989,46,basic.9y,married,0
20990,27,high.school,single,0
20991,31,high.school,single,0
20992,45,basic.6y,married,0
20993,30,high.school,single,0
20994,59,high.school,married,0
20995,36,university.degree,single,0
20996,25,basic.9y,single,0
20997,49,basic.9y,married,0
20998,28,professional.course,single,0
20999,25,basic.9y,single,0
21000,25,basic.9y,single,0
21001,32,university.degree,married,0
21002,38,basic.6y,married,0
21003,33,university.degree,married,0
21004,54,basic.6y,married,0
21005,30,high.school,single,0
21006,36,university.degree,single,0
21007,36,university.degree,single,0
21008,36,high.school,married,0
21009,34,university.degree,single,0
21010,36,university.degree,single,0
21011,25,university.degree,married,0
21012,32,university.degree,married,0
21013,36,university.degree,single,0
21014,31,high.school,single,0
21015,48,professional.course,married,0
21016,27,high.school,single,0
21017,36,university.degree,single,0
21018,42,university.degree,married,1
21019,29,university.degree,single,0
21020,36,high.school,married,0
21021,25,basic.9y,married,0
21022,28,basic.4y,married,0
21023,39,basic.4y,single,0
21024,34,unknown,divorced,0
21025,39,professional.course,married,0
21026,33,university.degree,married,0
21027,34,unknown,married,0
21028,36,high.school,married,1
21029,38,basic.6y,married,0
21030,25,high.school,single,0
21031,55,high.school,married,0
21032,58,basic.6y,married,0
21033,53,professional.course,married,0
21034,33,university.degree,married,0
21035,45,basic.9y,married,0
21036,31,high.school,single,0
21037,47,unknown,married,0
21038,39,professional.course,married,0
21039,38,basic.6y,married,0
21040,56,basic.6y,married,0
21041,31,high.school,single,0
21042,31,high.school,single,0
21043,37,high.school,married,0
21044,34,unknown,divorced,0
21045,29,university.degree,married,0
21046,51,university.degree,married,0
21047,35,university.degree,married,0
21048,34,unknown,divorced,0
21049,48,professional.course,married,0
21050,48,professional.course,married,0
21051,33,professional.course,single,0
21052,36,high.school,married,0
21053,54,university.degree,married,0
21054,46,basic.9y,married,0
21055,36,university.degree,single,0
21056,50,professional.course,married,0
21057,27,high.school,single,0
21058,54,basic.9y,married,0
21059,59,basic.4y,married,0
21060,43,professional.course,married,0
21061,28,basic.4y,married,0
21062,39,basic.4y,single,0
21063,48,basic.4y,married,0
21064,45,high.school,divorced,0
21065,34,university.degree,single,0
21066,34,university.degree,single,0
21067,41,university.degree,married,0
21068,38,high.school,single,0
21069,43,university.degree,married,0
21070,43,university.degree,married,0
21071,45,high.school,divorced,0
21072,44,university.degree,single,0
21073,50,basic.4y,married,0
21074,50,basic.4y,married,0
21075,31,university.degree,single,0
21076,41,university.degree,married,0
21077,41,university.degree,married,0
21078,41,university.degree,married,0
21079,41,university.degree,married,0
21080,57,unknown,married,0
21081,46,university.degree,married,0
21082,58,basic.9y,married,0
21083,33,university.degree,single,0
21084,58,basic.9y,married,0
21085,36,university.degree,married,0
21086,58,basic.9y,married,1
21087,48,university.degree,married,0
21088,49,high.school,married,0
21089,30,university.degree,married,0
21090,30,university.degree,married,0
21091,48,basic.9y,married,0
21092,53,university.degree,married,0
21093,56,basic.6y,married,0
21094,53,basic.9y,married,0
21095,53,basic.9y,married,0
21096,53,basic.4y,married,0
21097,37,professional.course,married,0
21098,56,basic.9y,married,0
21099,47,high.school,married,0
21100,51,professional.course,married,0
21101,55,basic.4y,married,0
21102,55,basic.4y,married,0
21103,42,professional.course,divorced,0
21104,58,professional.course,married,0
21105,42,professional.course,divorced,0
21106,56,university.degree,married,0
21107,46,university.degree,married,0
21108,49,professional.course,married,0
21109,33,university.degree,divorced,0
21110,53,basic.9y,married,0
21111,46,high.school,married,0
21112,46,high.school,married,0
21113,35,university.degree,single,0
21114,60,university.degree,married,0
21115,60,university.degree,married,0
21116,30,university.degree,single,0
21117,35,university.degree,divorced,0
21118,57,high.school,married,0
21119,39,basic.4y,married,0
21120,47,university.degree,married,0
21121,33,university.degree,divorced,0
21122,35,university.degree,married,0
21123,38,professional.course,married,0
21124,32,university.degree,single,0
21125,49,professional.course,married,0
21126,31,university.degree,married,0
21127,30,high.school,single,0
21128,31,professional.course,married,0
21129,39,professional.course,single,0
21130,48,basic.9y,married,0
21131,44,professional.course,married,0
21132,44,professional.course,married,0
21133,34,professional.course,single,0
21134,34,professional.course,single,0
21135,60,basic.6y,married,0
21136,36,professional.course,married,0
21137,41,unknown,married,0
21138,33,professional.course,divorced,0
21139,57,basic.4y,married,0
21140,33,professional.course,divorced,0
21141,33,professional.course,divorced,0
21142,45,basic.6y,married,0
21143,49,basic.4y,married,0
21144,50,high.school,married,0
21145,57,basic.4y,married,0
21146,46,basic.9y,married,0
21147,46,professional.course,single,0
21148,47,professional.course,married,0
21149,57,high.school,married,0
21150,35,professional.course,single,0
21151,34,university.degree,single,0
21152,45,university.degree,married,0
21153,33,professional.course,divorced,1
21154,35,professional.course,single,0
21155,35,professional.course,single,0
21156,41,unknown,married,0
21157,50,unknown,married,0
21158,52,basic.9y,married,0
21159,46,high.school,married,0
21160,48,basic.4y,married,0
21161,46,basic.9y,married,0
21162,46,basic.9y,married,0
21163,37,professional.course,single,0
21164,41,professional.course,married,0
21165,41,unknown,married,0
21166,37,university.degree,married,0
21167,37,university.degree,married,0
21168,41,university.degree,married,0
21169,54,high.school,divorced,0
21170,57,high.school,married,0
21171,57,high.school,married,0
21172,39,university.degree,single,0
21173,29,professional.course,single,0
21174,39,basic.4y,married,0
21175,36,professional.course,divorced,0
21176,49,high.school,married,0
21177,41,unknown,married,0
21178,44,professional.course,married,0
21179,53,unknown,married,0
21180,56,university.degree,married,0
21181,34,university.degree,single,0
21182,39,university.degree,married,0
21183,35,university.degree,single,0
21184,50,basic.9y,married,0
21185,54,unknown,married,0
21186,44,basic.9y,married,0
21187,41,professional.course,divorced,0
21188,50,basic.9y,married,0
21189,58,basic.4y,married,0
21190,44,basic.9y,married,0
21191,58,professional.course,married,0
21192,49,professional.course,divorced,0
21193,57,high.school,married,0
21194,30,university.degree,married,0
21195,44,high.school,divorced,0
21196,30,university.degree,married,0
21197,33,professional.course,divorced,0
21198,45,high.school,divorced,0
21199,32,university.degree,married,0
21200,32,university.degree,married,0
21201,58,basic.9y,married,0
21202,47,high.school,married,0
21203,37,university.degree,married,0
21204,45,high.school,married,0
21205,54,professional.course,married,0
21206,50,high.school,married,0
